host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
100%,N/A,49.25388,-123.02656,1,2,1,3,$89.00,97,49
75%,N/A,49.24089,-123.05802,1,2,50,4,$78.00,100,3
N/A,N/A,49.28557,-123.12698,1,1,31,1,$150.00,NA,0
100%,100%,49.21282,-123.1339,1,1,3,1,$45.00,92,53
N/A,N/A,49.27339,-123.12682,1,1,2,2,$175.00,100,4
N/A,N/A,49.2677,-123.1865,1,1,2,2,$125.00,96,6
N/A,N/A,49.26888,-123.07002,3,3,2,6,$130.00,92,73
100%,50%,49.28039,-123.10031,1,1,30,2,$100.00,NA,0
100%,N/A,49.26047,-123.1076,1,1,5,2,$185.00,100,4
100%,90%,49.28101,-123.05851,2,2,2,4,$89.00,97,41
N/A,N/A,49.27963,-123.10774,1,1,7,3,$160.00,96,5
N/A,N/A,49.24862,-123.10277,1,1,2,2,$245.00,98,26
100%,100%,49.25952,-123.20709,4,4,7,5,$500.00,100,3
50%,93%,49.27429,-123.14808,2,2,30,5,$200.00,93,35
100%,100%,49.27286,-123.1511,1,1,4,4,$170.00,96,62
100%,96%,49.28036,-123.12206,1,2,3,4,$127.00,95,60
100%,98%,49.2901,-123.13296,1,1,30,2,$102.00,100,2
100%,98%,49.29161,-123.13427,1,1,30,2,$100.00,100,3
N/A,N/A,49.28147,-123.1175,1,1,30,3,$150.00,NA,0
100%,N/A,49.23641,-123.19358,2,2,2,4,$159.00,98,20
100%,98%,49.28266,-123.12482,NA,1,3,2,$92.00,88,117
93%,87%,49.27479,-123.13338,1,1,30,4,$88.00,NA,0
93%,87%,49.27539,-123.11426,1,1,356,4,$88.00,NA,0
N/A,N/A,49.25602,-123.11392,5,6,5,9,$500.00,100,1
100%,100%,49.24885,-123.10251,3,3,3,6,$220.00,100,27
0%,0%,49.27192,-123.20987,4,4,25,6,"$1,504.00",NA,0
100%,100%,49.28036,-123.10741,3,5,2,9,$190.00,96,91
100%,92%,49.28058,-123.07253,1,1,1,2,$43.00,93,66
100%,100%,49.22389,-123.13323,8,10,3,16,$900.00,98,29
N/A,N/A,49.25741,-123.07923,3,3,3,5,$280.00,100,1
90%,75%,49.24123,-123.15481,1,1,2,1,$55.00,99,38
100%,N/A,49.27785,-123.12058,1,1,30,2,$83.00,NA,0
100%,N/A,49.25958,-123.07834,2,2,30,4,$109.00,100,2
N/A,0%,49.27915,-123.10546,1,2,3,4,$125.00,93,35
NA,NA,49.28147,-123.12635,3,3,30,8,$165.00,99,88
NA,NA,49.26759,-123.04074,1,3,1,4,$87.00,98,51
N/A,N/A,49.26755,-123.06032,1,1,1,1,$50.00,93,33
100%,93%,49.28032,-123.10733,1,1,5,1,$45.00,99,67
100%,91%,49.27686,-123.13359,2,2,30,4,$100.00,98,52
100%,0%,49.23503,-123.1032,1,2,30,2,$55.00,100,1
N/A,N/A,49.28004,-123.12225,1,1,2,2,$150.00,92,10
N/A,N/A,49.25429,-123.09116,1,1,1,2,$147.00,96,5
100%,97%,49.24897,-123.09944,1,1,2,2,$77.00,100,17
N/A,100%,49.25794,-123.18397,1,1,2,2,$80.00,94,7
70%,66%,49.27939,-123.1205,1,1,30,1,$39.00,100,7
100%,0%,49.27919,-123.13031,1,1,2,1,$96.00,96,37
100%,92%,49.28251,-123.13676,NA,0,30,2,$75.00,98,41
N/A,N/A,49.27603,-123.11703,1,1,1,2,$129.00,NA,0
100%,100%,49.26523,-123.12232,2,3,2,6,$187.00,97,70
100%,100%,49.24392,-123.09669,2,2,30,4,$113.00,100,5
86%,85%,49.27922,-123.12147,1,2,1,3,$170.00,93,132
100%,67%,49.25161,-123.11842,1,1,2,2,$100.00,99,58
100%,100%,49.27524,-123.13402,2,2,4,4,$157.00,99,27
100%,96%,49.27867,-123.12485,1,2,30,3,$108.00,100,8
90%,50%,49.2446,-123.10387,1,1,30,1,$30.00,97,6
100%,100%,49.26352,-123.04747,1,2,2,4,$70.00,100,9
100%,86%,49.27923,-123.12314,1,2,3,4,$105.00,95,86
N/A,100%,49.23473,-123.1369,4,4,2,8,$598.00,NA,0
92%,75%,49.23933,-123.08915,1,1,30,1,$33.00,93,3
N/A,N/A,49.23499,-123.08769,1,1,30,1,$40.00,NA,0
N/A,100%,49.2797,-123.10525,2,2,2,4,$92.00,92,53
NA,NA,49.28356,-123.04926,1,1,3,2,$100.00,100,18
N/A,N/A,49.22687,-123.13144,1,1,1,2,$154.00,100,3
N/A,N/A,49.22737,-123.12936,1,1,1,2,$154.00,100,1
100%,100%,49.23933,-123.19086,1,2,3,2,$148.00,98,24
N/A,N/A,49.25781,-123.12277,2,3,3,4,$375.00,98,10
33%,N/A,49.25,-123.06074,3,3,30,2,$313.00,NA,0
N/A,N/A,49.28648,-123.12638,1,1,30,2,$100.00,NA,0
100%,N/A,49.28135,-123.13687,1,1,30,2,$65.00,NA,0
100%,100%,49.26737,-123.14052,2,3,30,6,$165.00,97,44
100%,84%,49.27989,-123.12096,1,1,30,2,$90.00,NA,0
N/A,100%,49.28026,-123.02392999999999,1,1,2,2,$75.00,92,32
N/A,N/A,49.28648,-123.12596,1,1,31,2,$70.00,NA,0
100%,N/A,49.26845,-123.07265,1,1,5,3,$160.00,93,9
100%,60%,49.27447,-123.03614,1,1,30,2,$81.00,100,1
100%,50%,49.28366,-123.10672,NA,2,4,4,$175.00,NA,0
N/A,N/A,49.24284,-123.07443,2,3,1,6,$149.00,96,44
N/A,N/A,49.25177,-123.06269,2,2,5,6,$250.00,100,7
100%,98%,49.27098,-123.16447,1,1,2,2,$75.00,97,144
100%,60%,49.27321,-123.0362,NA,1,4,2,$88.00,99,21
N/A,N/A,49.23912,-123.06857,2,3,4,4,$120.00,100,3
N/A,N/A,49.28706,-123.12593,1,1,30,2,$75.00,NA,0
N/A,N/A,49.28963,-123.13398,NA,1,30,2,$85.00,97,6
N/A,N/A,49.27816,-123.10803,3,4,3,5,$141.00,97,98
N/A,96%,49.2649,-123.16024,1,1,1,2,$45.00,100,11
100%,60%,49.2834,-123.0552,3,3,2,6,$147.00,98,44
88%,90%,49.22297,-123.07906,1,2,30,3,$98.00,100,4
100%,50%,49.24842,-123.11655,1,1,30,2,$34.00,100,2
97%,85%,49.27455,-123.13215,3,3,3,6,$371.00,92,26
20%,40%,49.23097,-123.11167,1,1,30,1,$35.00,100,50
N/A,100%,49.25508,-123.19258,1,1,1,2,$85.00,89,17
N/A,100%,49.25718,-123.19107,1,1,1,2,$72.00,83,23
N/A,100%,49.25591,-123.19259,1,1,1,2,$79.00,87,20
N/A,N/A,49.26797,-123.17143,2,2,2,4,$415.00,97,33
N/A,N/A,49.28089,-123.11794,2,2,30,5,$386.00,96,26
N/A,N/A,49.2689,-123.15981,1,1,2,2,$70.00,99,58
N/A,N/A,49.24357,-123.08859,2,2,2,4,$241.00,99,29
100%,100%,49.21505,-123.15128,1,1,2,2,$90.00,96,15
N/A,N/A,49.21354,-123.13497,2,2,3,4,$400.00,85,19
N/A,N/A,49.21163,-123.13445,1,2,4,3,$50.00,88,25
100%,100%,49.24424,-123.05248,3,3,1,7,$249.00,96,95
N/A,N/A,49.27944,-123.10996,2,3,1,6,$140.00,99,64
100%,100%,49.24745,-123.12041,2,2,2,4,$111.00,93,48
100%,100%,49.28549,-123.05401,1,1,30,1,$45.00,100,2
N/A,N/A,49.27979,-123.1187,1,2,4,4,$140.00,73,3
50%,N/A,49.23915,-123.15336,2,2,2,4,$159.00,100,4
0%,N/A,49.28379,-123.11223,1,1,1,2,$99.00,71,10
0%,N/A,49.28338,-123.11088,1,1,1,2,$199.00,72,5
100%,67%,49.26626,-123.1481,1,1,30,2,$78.00,NA,0
N/A,83%,49.27797,-123.06578,1,1,2,2,$180.00,94,19
N/A,100%,49.27402,-123.05813,2,4,2,4,$99.00,98,76
100%,100%,49.21805,-123.06224,2,2,2,4,$89.00,96,55
N/A,N/A,49.27974,-123.13497,1,2,30,3,$120.00,NA,1
100%,100%,49.21107,-123.13433,2,1,15,3,$49.00,91,31
N/A,N/A,49.28112,-123.10733,3,3,90,6,$300.00,98,25
100%,100%,49.25644,-123.16395,1,1,3,2,$95.00,99,63
N/A,N/A,49.24606,-123.06662,3,4,3,6,$90.00,100,10
100%,33%,49.26433,-123.10152,1,1,30,2,$130.00,NA,0
100%,0%,49.2441,-123.08943,2,2,30,4,$125.00,NA,0
N/A,86%,49.26811,-123.21718,1,1,60,2,$214.00,100,20
100%,67%,49.24729,-123.17521,1,1,30,2,$85.00,100,6
100%,98%,49.22962,-123.08003,1,1,2,2,$52.00,100,43
N/A,N/A,49.25527,-123.10392,1,1,4,2,$75.00,98,9
N/A,67%,49.23768,-123.03205,1,1,1,2,$60.00,92,26
100%,100%,49.261,-123.08707,3,4,2,6,$194.00,100,3
100%,86%,49.25236,-123.08975,3,3,2,6,$100.00,93,35
100%,100%,49.27875,-123.12487,1,2,4,4,$175.00,98,17
7%,66%,49.239,-123.03982,1,1,30,1,$30.00,NA,0
7%,66%,49.2392,-123.04068,1,1,30,1,$35.00,97,6
100%,88%,49.2834,-123.10224,1,1,1,2,$199.00,99,83
80%,97%,49.28102,-123.10638,NA,1,7,2,$97.00,96,90
75%,88%,49.28124,-123.12516,3,1,32,1,$89.00,100,1
100%,96%,49.22051,-123.1432,2,2,30,4,$150.00,83,6
100%,96%,49.21991,-123.14129,2,2,30,4,$140.00,100,4
N/A,100%,49.281,-123.10867,2,3,90,7,$383.00,97,30
N/A,N/A,49.25558,-123.08802,1,1,1,2,$60.00,86,52
100%,100%,49.28603,-123.12466,1,1,30,2,$316.00,100,1
N/A,N/A,49.25206,-123.05795,1,1,2,2,$45.00,100,2
N/A,N/A,49.20999,-123.14678,5,7,2,13,$230.00,98,25
100%,100%,49.23189,-123.14962,2,2,1,4,$85.00,92,79
N/A,N/A,49.28235,-123.12703,1,1,90,2,$200.00,100,21
N/A,0%,49.27621,-123.11033,NA,1,1,10,$800.00,NA,0
100%,100%,49.22917,-123.02698,3,3,15,6,$109.00,93,33
NA,NA,49.28123,-123.04761,2,2,2,4,$220.00,100,16
100%,91%,49.27814,-123.04327,2,3,30,4,$90.00,NA,0
N/A,N/A,49.24507,-123.06637,1,1,30,3,$55.00,88,69
100%,N/A,49.25335,-123.15414,1,1,2,2,$95.00,89,9
100%,87%,49.27821,-123.07952,1,1,2,3,$65.00,94,78
N/A,100%,49.22509,-123.18899,2,3,5,3,$150.00,100,3
100%,100%,49.26856,-123.17035,2,2,31,4,$115.00,NA,0
100%,98%,49.22962,-123.0798,1,1,2,2,$50.00,99,23
100%,97%,49.22657,-123.03997,2,2,30,4,$161.00,100,60
N/A,N/A,49.27603,-123.13021,NA,1,30,3,$111.00,100,2
100%,100%,49.26413,-123.17343,2,2,7,4,$175.00,96,24
N/A,N/A,49.28405,-123.1074,1,1,90,3,$90.00,NA,0
100%,N/A,49.2499,-123.08963,4,4,3,6,$225.00,90,2
100%,100%,49.25659,-123.12948,1,1,3,1,$79.00,99,18
100%,83%,49.21386,-123.11039,1,1,20,1,$44.00,96,33
100%,N/A,49.27863,-123.1092,2,2,180,4,$150.00,97,39
0%,N/A,49.25625,-123.16338,1,1,1,2,$228.00,NA,0
100%,98%,49.29056,-123.13529,1,1,30,2,$95.00,100,4
N/A,N/A,49.2661,-123.1594,3,3,365,4,$357.00,91,11
N/A,0%,49.24872,-123.08863,4,3,3,7,$299.00,100,3
67%,100%,49.28608,-123.12465,2,2,30,4,$340.00,NA,0
100%,80%,49.27811,-123.11948,1,1,30,1,$78.00,100,2
100%,100%,49.28821,-123.1268,2,2,30,3,$180.00,NA,0
100%,100%,49.28197,-123.10824,1,1,90,2,$150.00,NA,0
N/A,N/A,49.2794,-123.08858,1,1,30,1,$55.00,NA,1
N/A,N/A,49.26599,-123.15889,3,3,4,4,$357.00,100,7
100%,75%,49.22272,-123.09132,4,5,2,10,$358.00,98,24
100%,67%,49.25765,-123.08032,2,2,6,4,$199.00,98,21
N/A,N/A,49.24869,-123.1142,1,1,30,3,$99.00,99,22
7%,66%,49.24109,-123.03921,1,1,7,1,$35.00,96,99
100%,100%,49.25987,-123.10713,3,3,30,6,$200.00,98,50
N/A,50%,49.26069,-123.15356,1,1,7,1,$34.00,100,2
100%,0%,49.27485,-123.13347,1,1,30,2,$120.00,NA,0
100%,100%,49.2769,-123.11658,1,1,30,3,$205.00,100,2
100%,97%,49.26641,-123.09822,1,2,2,4,$133.00,99,52
100%,88%,49.27895,-123.12616,NA,1,30,2,$215.00,94,22
70%,100%,49.27281,-123.12169,1,1,30,2,$125.00,100,9
N/A,N/A,49.24416,-123.06092,1,1,1,2,$54.00,92,36
N/A,N/A,49.23677,-123.09062,1,2,1,3,$38.00,84,11
0%,N/A,49.28318,-123.11073,1,1,1,2,$99.00,82,13
N/A,N/A,49.26402,-123.1196,1,1,3,3,$300.00,98,11
N/A,N/A,49.26566,-123.18372,1,1,31,3,$120.00,89,15
100%,67%,49.25861,-123.08109,1,1,2,2,$105.00,97,6
N/A,N/A,49.27716,-123.03378,3,4,1,7,$113.00,98,47
100%,100%,49.25217,-123.12009,1,2,7,3,$200.00,100,35
100%,81%,49.28285,-123.03092,2,2,1,4,$98.00,97,63
100%,99%,49.23677,-123.05548,2,3,1,5,$68.00,96,92
100%,97%,49.26358,-123.06453,1,1,2,2,$45.00,98,96
100%,100%,49.25194,-123.18313,1,1,1,2,$79.00,98,35
100%,100%,49.27043,-123.05802,2,4,2,5,$128.00,98,47
100%,100%,49.2601,-123.14659,NA,2,1,4,$119.00,93,72
100%,91%,49.2691,-123.1657,2,1,28,1,$60.00,100,7
100%,100%,49.28302,-123.02837,1,1,3,2,$55.00,85,27
N/A,0%,49.23693,-123.18214,2,2,4,4,$159.00,97,22
100%,100%,49.25355,-123.18299,1,1,1,2,$89.00,99,26
100%,100%,49.26425,-123.16378,2,4,3,5,$235.00,97,64
N/A,N/A,49.29123,-123.14244,1,1,31,1,$88.00,NA,0
100%,100%,49.22908,-123.17645,4,4,14,8,"$1,950.00",100,3
N/A,100%,49.27634,-123.11305,2,2,30,4,$135.00,98,10
90%,89%,49.25414,-123.07883,2,3,1,6,$120.00,99,52
100%,100%,49.28227,-123.12364,3,3,1,5,$107.00,90,78
100%,N/A,49.26743,-123.10084,1,1,2,4,$300.00,99,24
N/A,100%,49.25989,-123.09254,1,1,3,2,$115.00,100,18
100%,91%,49.28856,-123.05991,1,1,3,3,$52.00,100,43
100%,N/A,49.22895,-123.04251,1,1,2,1,$45.00,93,20
92%,75%,49.24149,-123.08796,1,1,30,1,$31.00,70,4
60%,N/A,49.21508,-123.15437,6,6,30,16,$380.00,96,32
100%,95%,49.22984,-123.18895,1,1,1,2,$77.00,97,64
100%,100%,49.27808,-123.12081,1,4,30,5,$174.00,96,78
N/A,0%,49.2276,-123.08981,1,1,32,2,$88.00,100,43
100%,100%,49.25071,-123.06901,1,1,2,4,$150.00,98,29
100%,100%,49.24398,-123.09207,2,2,2,4,$220.00,99,26
N/A,N/A,49.26821,-123.18413,2,2,5,3,$140.00,97,14
100%,93%,49.2781,-123.09955,1,2,3,4,$181.00,100,42
67%,100%,49.28473,-123.12414,2,2,30,4,$331.00,100,1
N/A,100%,49.29043,-123.13367,1,1,30,2,$49.00,100,3
50%,N/A,49.23762,-123.19521,2,2,1,2,$92.00,77,7
100%,92%,49.22457,-123.11687,1,1,30,2,$59.00,86,22
N/A,100%,49.25533,-123.04361,2,2,1,4,$150.00,93,36
N/A,N/A,49.24135,-123.08608,1,1,1,2,$119.00,95,33
92%,99%,49.28618,-123.12312,1,3,2,5,$113.00,96,137
100%,97%,49.25821,-123.04656,NA,2,1,4,$61.00,92,80
100%,91%,49.27133,-123.16427,2,2,5,2,$60.00,90,2
100%,0%,49.24049,-123.09713,1,1,2,2,$95.00,98,25
100%,100%,49.24398,-123.08796,2,2,3,4,$110.00,97,33
100%,100%,49.24388,-123.09462,2,4,2,4,$92.00,99,79
100%,92%,49.22392,-123.11885,1,1,30,2,$29.00,91,17
N/A,N/A,49.24719,-123.06382,3,4,2,5,$195.00,100,7
100%,0%,49.22319,-123.11899,3,3,3,7,$414.00,98,10
0%,N/A,49.2866,-123.12559,1,3,30,3,$129.00,100,1
N/A,N/A,49.26178,-123.18389,2,4,1,5,$295.00,89,22
N/A,N/A,49.26665,-123.06027,1,1,1,1,$50.00,93,16
100%,100%,49.26998,-123.10617,1,1,2,2,$204.00,88,36
N/A,N/A,49.2667,-123.06024,3,3,7,4,$200.00,91,11
N/A,N/A,49.28822,-123.13018,1,1,3,3,$139.00,96,25
100%,0%,49.27216,-123.17987,2,2,5,3,$200.00,96,9
75%,69%,49.27978,-123.10638,NA,1,30,2,$81.00,94,7
93%,36%,49.2868,-123.13337,1,1,30,2,$75.00,NA,0
100%,92%,49.22365,-123.11902,1,1,30,2,$33.00,93,16
100%,88%,49.22038,-123.10205,2,2,30,4,$75.00,88,8
80%,43%,49.27617,-123.12624,1,1,7,3,$249.00,95,11
N/A,N/A,49.26939,-123.10321,1,1,3,2,$124.00,100,3
N/A,N/A,49.21328,-123.11393,1,1,1,2,$75.00,99,16
50%,N/A,49.23737,-123.1949,2,2,1,4,$129.00,96,5
100%,84%,49.27848,-123.10632,2,4,2,6,$143.00,92,75
100%,90%,49.2794,-123.10765,2,3,28,5,$220.00,99,59
N/A,N/A,49.27855,-123.12677,2,2,1,4,$350.00,100,1
N/A,0%,49.28037,-123.10693,1,1,2,2,$100.00,98,18
N/A,N/A,49.28323,-123.12614,1,1,30,1,$45.00,NA,0
N/A,75%,49.24936,-123.07992,3,3,6,7,$100.00,NA,0
100%,90%,49.28134,-123.08342,1,3,2,4,$110.00,98,60
N/A,N/A,49.248,-123.1684,4,5,30,6,$600.00,100,1
N/A,N/A,49.26227,-123.09122,2,2,3,4,$200.00,97,6
100%,100%,49.25014,-123.05647,1,1,1,2,$45.00,96,168
100%,100%,49.25754,-123.19484,1,1,2,2,$125.00,95,44
N/A,100%,49.25128,-123.11234,3,3,7,6,$849.00,100,2
100%,100%,49.26672,-123.13075,NA,1,1,2,$112.00,98,73
N/A,N/A,49.27339,-123.10189,1,1,3,1,$129.00,96,6
100%,100%,49.22366,-123.03587,2,2,1,5,$60.00,89,24
N/A,N/A,49.28905,-123.14016,1,2,3,3,$269.00,80,1
N/A,N/A,49.22877,-123.10511,1,2,3,3,$85.00,98,18
100%,100%,49.28279,-123.11727,1,1,3,2,$150.00,99,45
N/A,0%,49.25427,-123.17841,2,3,50,5,$125.00,100,16
50%,N/A,49.23859,-123.19518,1,2,1,2,$89.00,100,1
100%,78%,49.26983,-123.20997,1,1,3,2,$130.00,99,20
100%,0%,49.2778,-123.12934,1,1,90,2,$110.00,NA,0
100%,100%,49.25999,-123.14747,2,2,1,6,$185.00,95,30
100%,100%,49.2584,-123.21416,2,2,2,4,$300.00,95,12
100%,100%,49.24692,-123.16597,2,2,30,4,$150.00,90,2
N/A,100%,49.28097,-123.1249,1,1,5,3,$150.00,100,6
100%,100%,49.23785,-123.03098,1,1,30,3,$95.00,95,52
70%,100%,49.27149,-123.10447,2,2,30,4,$200.00,97,7
100%,95%,49.25462,-123.09514,1,1,2,2,$40.00,94,16
100%,100%,49.26461,-123.1564,1,1,1,2,$105.00,99,132
100%,92%,49.22232,-123.11843,1,1,30,2,$39.00,80,4
100%,0%,49.26704,-123.18017,1,2,30,2,$76.00,NA,0
100%,75%,49.22159,-123.04221,3,3,3,6,$258.00,99,27
100%,98%,49.21394,-123.11052,NA,1,1,2,$68.00,98,74
N/A,N/A,49.25067,-123.11316,1,1,4,3,$110.00,90,16
100%,20%,49.27404,-123.11447,1,1,90,3,$90.00,NA,0
N/A,N/A,49.26908,-123.15531,1,1,2,2,$200.00,100,22
100%,100%,49.24963,-123.11933,1,1,2,2,$63.00,94,38
100%,100%,49.26403,-123.166,3,4,3,8,$418.00,95,54
N/A,N/A,49.27636,-123.03481,1,1,7,2,$85.00,100,2
N/A,N/A,49.28131,-123.1206,1,2,1,3,$124.00,NA,0
100%,100%,49.28619,-123.06425,NA,2,4,4,$94.00,99,40
100%,0%,49.238,-123.06286,2,2,1,4,$150.00,94,7
0%,N/A,49.26359,-123.1353,1,1,30,1,$50.00,NA,1
100%,100%,49.28338,-123.12904,1,1,28,2,$167.00,NA,0
100%,100%,49.27726,-123.11782,2,4,1,6,$186.00,91,77
N/A,100%,49.28075,-123.10855,2,2,2,6,$464.00,93,14
N/A,N/A,49.2747,-123.12633,2,1,30,4,$543.00,NA,0
N/A,N/A,49.27968,-123.10838,1,2,2,3,$199.00,100,4
100%,100%,49.28422,-123.1349,1,1,2,2,$114.00,96,86
N/A,N/A,49.22554,-123.12941,1,1,1,2,$154.00,NA,0
N/A,N/A,49.26463,-123.09915,2,1,10,3,$210.00,100,3
NA,NA,49.24555,-123.18408,2,3,1,4,$358.00,NA,0
NA,NA,49.24589,-123.18407,2,2,1,4,$243.00,NA,0
N/A,N/A,49.259,-123.10563,2,2,3,4,$300.00,100,9
100%,N/A,49.25425,-123.17371,2,2,2,4,$250.00,80,2
N/A,0%,49.22847,-123.03216,1,2,2,3,$72.00,99,28
N/A,93%,49.28743,-123.05975,2,2,7,6,$99.00,100,5
100%,83%,49.25839,-123.14987,2,2,30,4,$155.00,100,5
NA,NA,49.28435,-123.11226,1,1,30,2,$100.00,95,4
100%,81%,49.26368,-123.19009,2,3,30,6,$199.00,93,11
N/A,N/A,49.28079,-123.09973,2,2,2,5,$245.00,93,3
N/A,N/A,49.28687,-123.13024,1,2,30,4,$90.00,100,1
N/A,100%,49.25499,-123.07327,3,4,7,8,$250.00,98,11
N/A,N/A,49.26361,-123.12692,1,1,3,2,$125.00,100,16
100%,100%,49.27866,-123.13646,1,1,1,2,$139.00,96,51
100%,100%,49.27877,-123.11667,2,2,30,6,$207.00,100,1
100%,100%,49.25364,-123.18233,1,3,1,4,$99.00,95,26
NA,NA,49.28054,-123.10781,3,5,2,8,$185.00,97,44
N/A,N/A,49.24899,-123.1772,2,2,1,4,$100.00,100,5
100%,92%,49.22232,-123.11702,1,1,30,2,$29.00,81,18
100%,100%,49.22001,-123.14372,1,1,1,4,$110.00,96,59
93%,87%,49.22151,-123.14385,2,2,30,5,$122.00,NA,0
N/A,N/A,49.24579,-123.05891,1,1,1,2,$58.00,93,15
50%,N/A,49.21122,-123.10464,3,3,2,6,$178.00,73,6
50%,N/A,49.24016,-123.19655,2,2,1,4,$150.00,90,2
100%,100%,49.24088,-123.09891,2,3,30,4,$120.00,100,8
100%,85%,49.26292,-123.12237,3,3,30,5,$225.00,95,8
N/A,N/A,49.27612,-123.12167,1,1,90,1,$70.00,NA,0
100%,89%,49.28778,-123.12574,2,2,30,4,$279.00,100,5
100%,100%,49.28807,-123.12777,2,3,30,4,$127.00,98,31
100%,100%,49.25295,-123.09351,1,2,2,3,$95.00,96,19
N/A,N/A,49.26864,-123.1071,1,1,90,2,$110.00,NA,0
N/A,N/A,49.28363,-123.10386,2,2,3,4,$225.00,95,15
100%,100%,49.27667,-123.1168,1,2,30,2,$116.00,98,11
100%,96%,49.24676,-123.05111,1,1,2,2,$69.00,98,52
N/A,N/A,49.27873,-123.12046,1,1,30,1,$51.00,100,1
100%,98%,49.27659,-123.08946,NA,1,2,2,$98.00,100,70
100%,N/A,49.26164,-123.07352,1,1,1,2,$60.00,100,10
N/A,0%,49.28796,-123.1349,NA,1,2,2,$50.00,96,16
NA,NA,49.28572,-123.12401,1,2,3,3,$185.00,97,15
100%,97%,49.28492,-123.02658,1,1,2,2,$90.00,98,17
N/A,N/A,49.2331,-123.14082,1,1,4,2,$90.00,96,9
N/A,N/A,49.23665,-123.17934,1,1,1,2,$90.00,100,3
N/A,N/A,49.26353,-123.18319,1,1,1,2,$148.00,96,15
0%,N/A,49.2071,-123.02993,2,2,30,4,$230.00,93,26
N/A,100%,49.25437,-123.04379,1,1,1,2,$88.00,96,46
100%,99%,49.27962,-123.12405,1,2,2,4,$110.00,97,92
100%,N/A,49.25214,-123.09817,2,3,1,6,$175.00,98,39
100%,74%,49.28153,-123.05429,4,4,1,5,$128.00,93,16
N/A,N/A,49.26922,-123.13969,2,2,3,4,$250.00,97,18
100%,68%,49.23631,-123.09558,1,1,3,2,$85.00,97,15
N/A,100%,49.27202,-123.05056,2,3,2,4,$172.00,92,13
100%,100%,49.27645,-123.12993,NA,1,30,2,$82.00,100,1
100%,100%,49.24264,-123.08288,1,1,1,2,$88.00,98,36
94%,3%,49.24875,-123.07521,1,1,1,2,$69.00,90,2
N/A,100%,49.24642,-123.06576,1,1,180,1,"$1,000.00",91,22
N/A,N/A,49.2747,-123.11842,1,1,30,1,$140.00,100,2
100%,100%,49.2687,-123.06548,2,2,2,4,$150.00,99,34
100%,100%,49.24159,-123.03894,1,1,2,2,$90.00,93,31
100%,84%,49.2338,-123.12408,4,4,3,8,$258.00,95,30
91%,94%,49.27665,-123.13257,2,3,30,4,$185.00,100,3
N/A,75%,49.24955,-123.08008,1,1,2,2,$45.00,100,3
94%,99%,49.23398,-123.06804,1,1,2,2,$60.00,89,15
N/A,0%,49.23773,-123.08654,3,4,10,6,$200.00,100,4
80%,100%,49.26514,-123.16445,2,2,3,4,$305.00,100,5
100%,83%,49.21166,-123.1133,1,1,20,1,$35.00,91,22
N/A,N/A,49.26794,-123.18481,2,3,3,5,$250.00,98,9
100%,100%,49.2673,-123.16752,2,2,30,6,$225.00,97,50
N/A,N/A,49.26736,-123.10059,NA,3,1,6,$230.00,96,17
100%,100%,49.2804,-123.11,2,3,2,6,$335.00,96,34
100%,63%,49.28151,-123.13278,1,2,3,4,$263.00,91,8
N/A,N/A,49.28569,-123.12691,2,2,30,4,$229.00,NA,0
N/A,N/A,49.28531,-123.06652,1,1,3,2,$65.00,80,3
N/A,N/A,49.26876,-123.17423,4,4,2,7,$650.00,100,5
100%,100%,49.27352,-123.12392,2,3,30,4,$125.00,80,4
94%,99%,49.23435,-123.06645,1,1,2,2,$56.00,96,24
90%,93%,49.24953,-123.026,1,1,2,2,$125.00,92,28
0%,N/A,49.2729,-123.15931,2,3,45,4,$191.00,NA,0
100%,88%,49.28717,-123.06147,2,2,1,4,$189.00,96,70
100%,65%,49.2578,-123.09924,1,1,30,2,$102.00,98,34
100%,33%,49.27507,-123.06757,2,3,4,5,$219.00,100,13
100%,90%,49.27174,-123.16352,1,1,3,2,$108.00,98,49
100%,95%,49.25566,-123.09583,1,1,2,1,$35.00,91,18
100%,100%,49.2125,-123.1182,1,1,1,2,$36.00,99,68
100%,100%,49.21256,-123.11908,1,1,1,2,$31.00,95,61
100%,89%,49.24855,-123.12028,2,2,30,4,$128.00,98,34
N/A,N/A,49.25794,-123.03547,2,2,2,3,$129.00,97,14
90%,100%,49.24903,-123.12034,2,2,30,4,$102.00,95,33
N/A,100%,49.24776,-123.04677,1,2,30,2,$140.00,98,8
N/A,N/A,49.28635,-123.12469,1,1,30,2,$319.00,100,1
100%,93%,49.28932,-123.13716,2,2,2,4,$117.00,93,49
100%,100%,49.20915,-123.14363,1,1,2,2,$95.00,99,69
N/A,N/A,49.21382,-123.14293,3,3,30,6,$250.00,NA,0
100%,100%,49.27975,-123.06576,2,3,2,4,$180.00,99,36
N/A,N/A,49.24098,-123.06877,2,1,4,4,$150.00,100,2
100%,71%,49.27968,-123.10883,2,3,3,5,$220.00,96,17
N/A,N/A,49.26211,-123.09153,1,1,2,2,$80.00,96,12
N/A,100%,49.26698,-123.10011,2,3,1,5,$190.00,94,33
100%,100%,49.28028,-123.12069,1,1,1,2,$196.00,99,48
100%,100%,49.24298,-123.03949,1,1,2,2,$70.00,88,13
100%,100%,49.24309,-123.03939,1,1,2,2,$59.00,92,29
